Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING

alignment_06	T06	23	1	1	9.19658	30.0182	45.141	(((12_0_0:0.57119676,((1_0_0:0.19305537,17_0_0:0.19305537)3:0.31158576,20_0_0:0.50464113)5:0.06655563)6:0.16552947,((((15_0_0:0.09456120,6_0_0:0.09456120)9:0.35774073,(22_0_0:0.02315512,21_0_0:0.02315512)12:0.42914681)13:0.14477136,((10_0_0:0.01816193,11_0_0:0.01816193)16:0.39489250,14_0_0:0.41305443)18:0.18401885)19:0.04899972,(23_0_0:0.36450581,18_0_0:0.36450581)22:0.28156719)23:0.09065322)24:0.03800149,((5_0_0:0.44378713,8_0_0:0.44378713)27:0.27080237,(((9_0_0:0.23494414,(4_0_0:0.04385855,16_0_0:0.04385855)31:0.19108558)32:0.08908295,7_0_0:0.32402709)34:0.30489231,(3_0_0:0.34236071,(19_0_0:0.17729553,(2_0_0:0.12283570,13_0_0:0.12283570)39:0.05445983)40:0.16506518)41:0.28655869)42:0.08567010)43:0.06013822);

alignment_07	T07	19	1	1	7.96494	26.0946	37.2876	(((8_0_0:0.44378678,5_0_0:0.44378678)2:0.27080183,(((2_0_0:0.12286643,13_0_0:0.12286643)5:0.05440506,19_0_0:0.17727149)7:0.16509768,3_0_0:0.34236917)9:0.37221945)10:0.06013755,(((20_0_0:0.50464864,(17_0_0:0.19307276,1_0_0:0.19307276)14:0.31157588)15:0.06656010,12_0_0:0.57120874)17:0.16551692,(((14_0_0:0.41307844,(10_0_0:0.01819276,11_0_0:0.01819276)21:0.39488568)22:0.18400123,((21_0_0:0.02316593,22_0_0:0.02316593)25:0.42913237,(15_0_0:0.09455610,6_0_0:0.09455610)28:0.35774220)29:0.14478137)30:0.04899195,(23_0_0:0.36450533,18_0_0:0.36450533)33:0.28156630)34:0.09065404)35:0.03800051);

alignment_08	T08	22	1	1	8.30698	21.0782	37.1386	((((7_0_0:0.32403713,((4_0_0:0.04385907,16_0_0:0.04385907)3:0.19108444,9_0_0:0.23494351)5:0.08909362)6:0.30487421,((19_0_0:0.17727255,(2_0_0:0.12284616,13_0_0:0.12284616)10:0.05442639)11:0.16509760,3_0_0:0.34237015)13:0.28654119)14:0.08568549,((5_0_0:0.06040953,5_1_0:0.06040953)17:0.38338026,8_0_0:0.44378979)19:0.27080705)20:0.06013692,(((((15_2_0:0.07819168,15_0_0:0.07819168)23:0.01636941,6_0_0:0.09456109)25:0.35776400,(22_0_0:0.02315431,21_0_0:0.02315431)28:0.42917078)29:0.19376413,(18_0_0:0.36450107,23_0_0:0.36450107)32:0.28158815)33:0.09065463,(12_0_0:0.57122412,((17_0_0:0.19305118,1_0_0:0.19305118)37:0.31158853,20_0_0:0.50463971)39:0.06658441)40:0.16551973)41:0.03798991);

alignment_09	T09	23	1	1	8.49071	24.0182	41.2531	(((((19_0_0:0.17727777,(2_0_0:0.12283904,13_0_0:0.12283904)3:0.05443873)4:0.16511519,3_0_0:0.34239296)6:0.28652241,(7_0_0:0.32401305,((16_0_0:0.04387343,4_0_0:0.04387343)10:0.19105805,9_0_0:0.23493148)12:0.08908158)13:0.30490231)14:0.08567534,(5_0_0:0.44378410,8_0_0:0.44378410)17:0.27080660)18:0.06014489,(((((10_0_0:0.01815490,11_0_0:0.01815490)21:0.26835447,(10_1_0:0.01816777,11_1_0:0.01816777)24:0.26834159)25:0.12654390,14_0_0:0.41305327)27:0.18403998,((15_0_0:0.09456529,6_0_0:0.09456529)30:0.35773234,(21_0_0:0.02315549,22_0_0:0.02315549)33:0.42914214)34:0.14479561)35:0.13964393,((20_0_0:0.50464075,(1_0_0:0.19304016,17_0_0:0.19304016)39:0.31160060)40:0.06656341,12_0_0:0.57120417)42:0.16553301)43:0.03799842);

alignment_10	T10	26	1	1	10.3201	30.193	47.4616	(((((19_0_0:0.17727199,(13_0_0:0.12283764,2_0_0:0.12283764)3:0.05443435)4:0.16508266,3_0_0:0.34235465)6:0.28655462,(7_0_0:0.32401530,((4_0_0:0.04385724,16_0_0:0.04385724)10:0.19109729,9_0_0:0.23495452)12:0.08906078)13:0.30489397)14:0.08568710,(8_0_0:0.44379897,(5_1_0:0.26858970,5_0_0:0.26858970)18:0.17520928)19:0.27079739)20:0.06013079,(((((15_0_0:0.09455837,6_0_0:0.09455837)23:0.35773614,(21_0_0:0.02316870,22_0_0:0.02316870)26:0.42912581)27:0.14478041,(14_0_0:0.41304682,(11_0_0:0.01815301,10_0_0:0.01815301)31:0.39489381)32:0.18402810)33:0.04901747,((23_0_0:0.36450454,18_0_0:0.36450454)36:0.12594743,(23_2_0:0.36451135,18_2_0:0.36451135)39:0.12594062)40:0.15564042)41:0.09064045,(12_0_0:0.57119541,(20_0_0:0.50464704,(1_0_0:0.19304082,17_0_0:0.19304082)46:0.31160622)47:0.06654837)48:0.16553743)49:0.03799432);

alignment_11	T11	37	1	1	14.2458	29.1229	56.141	((((((17_1_0:0.19304625,1_1_0:0.19304625)2:0.31161482,20_1_0:0.50466107)4:0.06653946,12_1_0:0.57120053)6:0.16553110,((((14_1_0:0.01823959,14_3_0:0.01823959)9:0.39480983,(11_1_0:0.01815711,10_1_0:0.01815711)12:0.39489231)13:0.18403574,((15_1_0:0.09457774,6_1_0:0.09457774)16:0.35772151,(21_1_0:0.02315627,22_1_0:0.02315627)19:0.42914298)20:0.14478592)21:0.04898809,18_1_0:0.64607325)23:0.09065838)24:0.00167440,((12_0_0:0.57122098,(20_0_0:0.50463945,(17_0_0:0.19304501,(1_0_0:0.04251133,1_2_0:0.04251133)30:0.15053368)31:0.31159444)32:0.06658153)33:0.16550323,((18_0_0:0.36449995,23_0_0:0.36449995)36:0.28157578,(((21_0_0:0.02315622,22_0_0:0.02315622)39:0.42913664,(15_0_0:0.09457330,6_0_0:0.09457330)42:0.35771957)43:0.14477941,(14_0_0:0.41305142,(11_0_0:0.01816186,10_0_0:0.01816186)47:0.39488955)48:0.18402086)49:0.04900345)50:0.09064847)51:0.00168184)52:0.03633428,(((((2_0_0:0.12286442,13_0_0:0.12286442)55:0.05441317,19_0_0:0.17727759)57:0.16507988,3_0_0:0.34235747)59:0.28655775,(7_0_0:0.32403067,((16_0_0:0.04387528,4_0_0:0.04387528)63:0.19105520,9_0_0:0.23493047)65:0.08910020)66:0.30488456)67:0.08568298,(8_0_0:0.44379317,5_0_0:0.44379317)70:0.27080503)71:0.06014212);

alignment_12	T12	25	1	1	9.56965	31.0181	52.141	(((12_0_0:0.57123231,(17_0_0:0.19305603,1_0_0:0.19305603)3:0.37817627)4:0.16549260,((((22_0_0:0.02315563,21_0_0:0.02315563)7:0.42917934,(6_0_0:0.09455915,15_0_0:0.09455915)10:0.35777582)11:0.14473691,((14_0_0:0.41304289,(11_0_0:0.01814958,10_0_0:0.01814958)15:0.39489332)16:0.03334349,(14_1_0:0.41305576,(11_1_0:0.01815731,10_1_0:0.01815731)20:0.39489845)21:0.03333062)22:0.15068549)23:0.04899685,(18_0_0:0.36450882,23_0_0:0.36450882)26:0.28155990)27:0.09065619)28:0.03800800,((((9_0_0:0.23495408,(16_0_0:0.04387548,4_0_0:0.04387548)32:0.19107860)33:0.08910325,7_0_0:0.32405733)35:0.30485644,((19_0_0:0.17727568,(2_0_0:0.12285352,13_0_0:0.12285352)39:0.05442216)40:0.16507972,3_0_0:0.34235539)42:0.28655838)43:0.08569355,(5_0_0:0.44378475,8_0_0:0.44378475)46:0.27082257)47:0.06012558);

alignment_13	T13	23	1	1	9.19666	27.0232	45.067	((((((13_0_0:0.12285506,2_0_0:0.12285506)2:0.05445152,19_0_0:0.17730658)4:0.16504727,3_0_0:0.34235385)6:0.28655646,(7_0_0:0.32401672,(9_0_0:0.23492954,(16_0_0:0.04386729,4_0_0:0.04386729)11:0.19106225)12:0.08908718)13:0.30489360)14:0.08568623,(8_0_0:0.44379744,5_0_0:0.44379744)17:0.27079911)18:0.06012950,(((18_0_0:0.36450966,23_0_0:0.36450966)21:0.28157757,(((6_0_0:0.09455809,15_0_0:0.09455809)24:0.35774361,(22_0_0:0.02316146,21_0_0:0.02316146)27:0.42914024)28:0.14477842,((11_0_0:0.01817401,10_0_0:0.01817401)31:0.39490983,14_0_0:0.41308384)33:0.18399628)34:0.04900711)35:0.09063966,(((17_0_0:0.19304427,1_0_0:0.19304427)38:0.31160113,20_0_0:0.50464540)40:0.06655789,12_0_0:0.57120328)42:0.16552361)43:0.03799916);

alignment_14	T14	21	1	1	8.73718	25.3645	44.4874	((((((15_0_0:0.09456397,6_0_0:0.09456397)2:0.35774328,(21_0_0:0.02316269,22_0_0:0.02316269)5:0.42914456)6:0.14477079,(14_0_0:0.41304331,(11_0_0:0.01817842,10_0_0:0.01817842)10:0.39486489)11:0.18403473)12:0.04899110,((18_0_0:0.36450176,23_0_0:0.36450176)15:0.04326796,(18_1_0:0.36451822,23_1_0:0.36451822)18:0.04325150)19:0.23829942)20:0.09066392,(((17_0_0:0.19303832,1_0_0:0.19303832)23:0.31160937,20_0_0:0.50464769)25:0.06655515,12_0_0:0.57120284)27:0.16553022)28:0.03801989,(((19_0_0:0.17726389,(13_0_0:0.12283508,2_0_0:0.12283508)32:0.05442880)33:0.16508663,3_0_0:0.34235051)35:0.37224874,(8_0_0:0.44381061,5_0_0:0.44381061)38:0.27078865)39:0.06015369);

alignment_15	T15	16	1	1	6.62816	34.0204	43.4642	(((((1_0_0:0.19303781,17_0_0:0.19303781)2:0.31160014,20_0_0:0.50463795)4:0.06655518,12_0_0:0.57119313)6:0.16553471,((18_0_0:0.36450431,23_0_0:0.36450431)9:0.28156781,((14_0_0:0.41307145,(10_0_0:0.01815186,11_0_0:0.01815186)13:0.39491960)14:0.18403108,(((21_1_0:0.02037626,21_0_0:0.02037626)17:0.00278060,22_0_0:0.02315686)19:0.42915303,(15_0_0:0.09456793,6_0_0:0.09456793)22:0.35774196)23:0.14479264)24:0.04896959)25:0.09065572)26:0.03800109,(5_0_0:0.44378902,8_0_0:0.44378902)29:0.33093992);

alignment_16	T16	23	1	1	9.19657	22.1228	37.4873	((((((11_0_0:0.01815017,10_0_0:0.01815017)2:0.39490556,14_0_0:0.41305573)4:0.18402039,((6_0_0:0.09456697,15_0_0:0.09456697)7:0.35773494,(21_0_0:0.02317576,22_0_0:0.02317576)10:0.42912615)11:0.14477422)12:0.04899301,(18_0_0:0.36449733,23_0_0:0.36449733)15:0.28157181)16:0.09065739,(12_0_0:0.57119643,((1_0_0:0.19305810,17_0_0:0.19305810)20:0.31158036,20_0_0:0.50463846)22:0.06655797)23:0.16553011)24:0.03800703,((5_0_0:0.44378566,8_0_0:0.44378566)27:0.27080697,((((16_0_0:0.04386012,4_0_0:0.04386012)30:0.19109415,9_0_0:0.23495427)32:0.08907182,7_0_0:0.32402609)34:0.30488935,(((2_0_0:0.12284552,13_0_0:0.12284552)37:0.05441701,19_0_0:0.17726253)39:0.16508849,3_0_0:0.34235102)41:0.28656442)42:0.08567719)43:0.06014094);

alignment_17	T17	21	1	1	8.03951	34.0182	62.062	(((12_0_0:0.57120526,((17_0_0:0.19304133,1_0_0:0.19304133)3:0.31160067,20_0_0:0.50464200)5:0.06656326)6:0.16552357,((((22_0_0:0.02315481,21_0_0:0.02315481)9:0.42914614,(6_0_0:0.09456369,15_0_0:0.09456369)12:0.35773727)13:0.14477679,((11_0_0:0.01815339,10_0_0:0.01815339)16:0.39489873,14_0_0:0.41305212)18:0.18402562)19:0.04900622,(18_0_0:0.36449890,(23_0_0:0.34370399,23_1_0:0.34370399)23:0.02079491)24:0.28158506)25:0.09064487)26:0.03800482,((19_0_0:0.17726268,(13_0_0:0.12283366,2_0_0:0.12283366)30:0.05442901)31:0.45166121,((9_0_0:0.23492946,(4_0_0:0.04387717,16_0_0:0.04387717)35:0.19105229)36:0.08908206,7_0_0:0.32401152)38:0.30491237)39:0.14580977);

alignment_18	T18	21	1	1	8.72118	33.0439	53.062	(((12_0_0:0.57122378,(20_0_0:0.50464983,(1_0_0:0.19306366,17_0_0:0.19306366)4:0.31158617)5:0.06657394)6:0.16550403,(((6_0_0:0.09455650,15_0_0:0.09455650)9:0.50251501,((10_0_0:0.01815164,11_0_0:0.01815164)12:0.39489223,14_0_0:0.41304387)14:0.18402764)15:0.04899675,(18_0_0:0.36450745,23_0_0:0.36450745)18:0.28156081)19:0.09065954)20:0.03801010,((8_0_0:0.44378293,5_0_0:0.44378293)23:0.27081233,((((13_0_0:0.12284553,2_0_0:0.12284553)26:0.05441727,19_0_0:0.17726279)28:0.16510301,3_0_0:0.34236580)30:0.28655267,((9_0_0:0.23495490,(4_0_0:0.04386175,16_0_0:0.04386175)34:0.19109315)35:0.08909759,7_0_0:0.32405249)37:0.30486597)38:0.08567680)39:0.06014264);

alignment_19	T19	27	1	1	10.0607	29.0439	50.067	((((8_1_0:0.35638519,8_0_0:0.35638519)2:0.08740206,5_0_0:0.44378725)4:0.27081745,((3_0_0:0.34235074,((2_0_0:0.12283379,13_0_0:0.12283379)8:0.05443162,19_0_0:0.17726541)10:0.16508532)11:0.28657001,(7_0_0:0.32403076,((4_0_0:0.04386124,16_0_0:0.04386124)15:0.19108300,9_0_0:0.23494424)17:0.08908653)18:0.30488998)19:0.08568395)20:0.06012133,((((18_3_0:0.17937155,18_0_0:0.17937155)23:0.18513657,23_0_0:0.36450812)25:0.28156310,(((15_0_0:0.09456116,6_0_0:0.09456116)28:0.35774767,((21_0_0:0.02317364,22_0_0:0.02317364)31:0.28206112,(22_2_0:0.02316636,21_2_0:0.02316636)34:0.28206840)35:0.14707407)36:0.14476713,((11_0_0:0.01815712,10_0_0:0.01815712)39:0.39489484,14_0_0:0.41305196)41:0.18402400)42:0.04899526)43:0.09067271,(((17_0_0:0.19304709,1_0_0:0.19304709)46:0.31159328,20_0_0:0.50464037)48:0.06655167,12_0_0:0.57119204)50:0.16555188)51:0.03798210);

alignment_20	T20	23	1	1	8.64313	22.1228	42.141	((((((22_0_0:0.02315567,21_0_0:0.02315567)2:0.42913729,(6_0_0:0.09455842,(15_0_0:0.01772349,15_2_0:0.01772349)6:0.07683493)7:0.35773454)8:0.14479578,((10_0_0:0.01816604,11_0_0:0.01816604)11:0.39488686,14_0_0:0.41305290)13:0.18403585)14:0.04903926,(23_0_0:0.36450277,18_0_0:0.36450277)17:0.28162524)18:0.09059478,(20_0_0:0.50464089,(1_0_0:0.19304323,17_0_0:0.19304323)22:0.31159766)23:0.23208190)24:0.03801108,((8_0_0:0.44378538,5_0_0:0.44378538)27:0.27080548,((7_0_0:0.32402689,(9_0_0:0.23493776,(4_0_0:0.04387459,16_0_0:0.04387459)32:0.19106318)33:0.08908913)34:0.30488939,(((2_0_0:0.12283266,13_0_0:0.12283266)37:0.05443365,19_0_0:0.17726631)39:0.16508925,3_0_0:0.34235556)41:0.28656073)42:0.08567458)43:0.06014301);

alignment_21	T21	25	1	1	8.79757	36.0232	66.067	((5_0_0:0.71458952,((3_0_0:0.34236056,((2_0_0:0.12283944,13_0_0:0.12283944)4:0.05443077,19_0_0:0.17727021)6:0.16509034)7:0.28656678,(7_0_0:0.32401663,((9_0_0:0.12607741,9_1_0:0.12607741)11:0.10885196,(16_0_0:0.04386707,4_0_0:0.04386707)14:0.19106230)15:0.08908727)16:0.30491070)17:0.08566218)18:0.06015373,((((1_0_0:0.19303880,(17_2_0:0.03159614,17_0_0:0.03159614)22:0.16144266)23:0.31164483,20_0_0:0.50468363)25:0.06651920,12_0_0:0.57120283)27:0.16555221,((((15_0_0:0.09457289,6_0_0:0.09457289)30:0.35772222,((22_3_0:0.02315282,21_3_0:0.02315282)33:0.25378613,(22_0_0:0.02316678,21_0_0:0.02316678)36:0.25377218)37:0.17535615)38:0.14478557,(11_0_0:0.01814955,10_0_0:0.01814955)41:0.57893112)42:0.04899580,(18_0_0:0.36449886,23_0_0:0.36449886)45:0.28157762)46:0.09067857)47:0.03798821);

alignment_22	T22	23	1	1	9.19661	23.1228	43.2174	(((12_0_0:0.57120863,((1_0_0:0.19303792,17_0_0:0.19303792)3:0.31161234,20_0_0:0.50465027)5:0.06655836)6:0.16552511,((23_0_0:0.36449769,18_0_0:0.36449769)9:0.28158203,(((22_0_0:0.02317164,21_0_0:0.02317164)12:0.42913713,(15_0_0:0.09456116,6_0_0:0.09456116)15:0.35774761)16:0.14476321,(14_0_0:0.41304518,(10_0_0:0.01814950,11_0_0:0.01814950)20:0.39489568)21:0.18402680)22:0.04900775)23:0.09065401)24:0.03800613,((5_0_0:0.44378409,8_0_0:0.44378409)27:0.27080709,((7_0_0:0.32402628,((16_0_0:0.04385948,4_0_0:0.04385948)31:0.19107073,9_0_0:0.23493022)33:0.08909607)34:0.30492425,((19_0_0:0.17727009,(2_0_0:0.12283741,13_0_0:0.12283741)38:0.05443268)39:0.16508996,3_0_0:0.34236004)41:0.28659049)42:0.08564065)43:0.06014868);

alignment_23	T23	21	1	1	8.49891	30.0232	57.067	(((8_0_0:0.44378483,5_0_0:0.44378483)2:0.27081853,((3_0_0:0.34235992,(19_0_0:0.17726981,(2_0_0:0.12285930,13_0_0:0.12285930)7:0.05441051)8:0.16509011)9:0.28655215,(((16_0_0:0.04385822,4_0_0:0.04385822)12:0.19109193,9_0_0:0.23495014)14:0.08909512,7_0_0:0.32404526)16:0.30486682)17:0.08569129)18:0.06012243,(((18_0_0:0.36450066,23_0_0:0.36450066)21:0.28156851,(((10_0_0:0.01815462,11_0_0:0.01815462)24:0.39489347,14_0_0:0.41304809)26:0.18404504,((22_0_0:0.02315210,21_0_0:0.02315210)29:0.42915714,(15_0_0:0.09455507,6_0_0:0.09455507)32:0.35775416)33:0.14478390)34:0.04897604)35:0.09066505,(20_0_0:0.57119636,12_0_0:0.57119636)38:0.16553786)39:0.03799158);

alignment_24	T24	22	1	1	8.62545	24.1228	44.141	((((23_0_0:0.36450681,18_0_0:0.36450681)2:0.28156702,(((15_0_0:0.09456055,6_0_0:0.09456055)5:0.35775172,(21_0_0:0.02315434,22_0_0:0.02315434)8:0.42915794)9:0.14476385,(14_0_0:0.41304317,(11_0_0:0.01817314,10_0_0:0.01817314)13:0.39487002)14:0.18403296)15:0.04899771)16:0.09066121,((1_0_0:0.19304145,17_0_0:0.19304145)19:0.31163518,20_0_0:0.50467663)21:0.23205841)22:0.03800987,((8_0_0:0.44379379,5_0_0:0.44379379)25:0.27080811,((7_0_0:0.32402234,(9_0_0:0.23494420,(16_0_0:0.04386213,4_0_0:0.04386213)30:0.19108207)31:0.08907814)32:0.30488647,(3_0_0:0.34235133,((13_0_0:0.12284919,2_0_0:0.12284919)36:0.05442031,19_0_0:0.17726950)38:0.16508183)39:0.28655748)40:0.08569310)41:0.06014300);

alignment_25	T25	26	1	1	9.58007	37.1229	57.146	((((20_0_0:0.50464659,(1_0_0:0.19304415,17_0_0:0.19304415)3:0.31160244)4:0.06654825,12_0_0:0.57119484)6:0.16553678,((18_0_0:0.36449942,23_0_0:0.36449942)9:0.28159202,(((6_0_0:0.09455622,15_0_0:0.09455622)12:0.35774212,(22_0_0:0.02317445,21_0_0:0.02317445)15:0.42912389)16:0.14477526,((11_0_0:0.01816411,10_0_0:0.01816411)19:0.39487993,14_0_0:0.41304405)21:0.18402955)22:0.04901785)23:0.09064018)24:0.03800965,((5_0_0:0.44381669,8_0_0:0.44381669)27:0.27078663,((((16_0_0:0.04385882,4_0_0:0.04385882)30:0.19107418,9_0_0:0.23493300)32:0.08910513,7_0_0:0.32403814)34:0.30488526,((((2_0_0:0.12286955,13_0_0:0.12286955)37:0.00307411,(13_2_0:0.12284160,2_2_0:0.12284160)40:0.00310207)41:0.05133522,(19_0_0:0.13460558,19_1_0:0.13460558)44:0.04267331)45:0.16507230,3_0_0:0.34235119)47:0.28657221)48:0.08567992)49:0.06013795);

alignment_26	T26	15	1	1	5.20802	26.0182	42.2112	(((((15_0_0:0.09457025,6_0_0:0.09457025)2:0.35772876,(21_0_0:0.02317525,22_0_0:0.02317525)5:0.42912377)6:0.14480017,((14_0_0:0.08861213,14_2_0:0.08861213)9:0.32443522,((10_0_0:0.01815900,11_0_0:0.01815900)12:0.09632823,(10_1_0:0.01815061,11_1_0:0.01815061)15:0.09633662)16:0.29856011)17:0.18405184)18:0.04899090,18_0_0:0.64609008)20:0.09063615,((20_0_0:0.50464397,(17_0_0:0.19303935,1_0_0:0.19303935)24:0.31160463)25:0.06655492,12_0_0:0.57119890)27:0.16552733);

alignment_27	T27	23	1	1	8.95599	24.1931	42.2369	(((((14_0_0:0.41305301,(10_0_0:0.01815160,11_0_0:0.01815160)3:0.39490141)4:0.18403183,((15_0_0:0.09457500,6_0_0:0.09457500)7:0.35773474,(21_0_0:0.02316316,22_0_0:0.02316316)10:0.42914658)11:0.14477509)12:0.04900032,23_0_0:0.64608515)14:0.09067344,((20_0_0:0.50463837,((1_0_0:0.19305545,17_0_0:0.19305545)18:0.08011003,(17_1_0:0.19304445,1_1_0:0.19304445)21:0.08012103)22:0.23147289)23:0.06655523,12_0_0:0.57119360)25:0.16556500)26:0.03797527,((5_0_0:0.44378561,8_0_0:0.44378561)29:0.27082112,(((9_0_0:0.23493322,(16_0_0:0.04386528,4_0_0:0.04386528)33:0.19106794)34:0.08908998,7_0_0:0.32402320)36:0.30488708,(19_0_0:0.17728267,(13_0_0:0.12283511,2_0_0:0.12283511)40:0.05444756)41:0.45162761)42:0.08569645)43:0.06012713);

