Tree file : INDELible V1.03 (best viewed cut and paste in e.g. excel)

N.B. Simulation blocks with no random trees will have their trees printed for the first replicate only.

FILE	TREE	NTAXA	REP	PART	LENGTH	DEPTH	MAX PAIRWISE DISTANCE	TREE STRING
alignment_06	T06	26	1	1	11.2874	42.0293	59.0948	(((((21_0_0:0.10023450,28_0_0:0.10023450)2:0.57094783,12_0_0:0.67118233)4:0.19032536,((30_0_0:0.17499079,(8_0_0:0.16038209,14_0_0:0.16038209)8:0.01460871)9:0.37578377,(22_0_0:0.28458938,9_0_0:0.28458938)12:0.26618519)13:0.31073313)14:0.09217898,(25_0_0:0.19802772,(17_0_0:0.06549201,24_0_0:0.06549201)18:0.13253570)19:0.75565896)20:0.00538466,(((4_0_0:0.45367899,(2_0_0:0.35622922,(5_0_0:0.04194318,11_0_0:0.04194318)25:0.31428604)26:0.09744977)27:0.32291308,(((1_0_0:0.20006927,(18_0_0:0.14318199,(13_0_0:0.11612178,(3_0_0:0.02927794,20_0_0:0.02927794)33:0.08684384)34:0.02706021)35:0.05688728)36:0.38578126,(29_0_0:0.33552508,(16_0_0:0.23650103,27_0_0:0.23650103)40:0.09902406)41:0.25032545)42:0.12930994,(26_0_0:0.43198686,6_0_0:0.43198686)45:0.28317361)46:0.06143159)47:0.14969388,23_0_0:0.92628595)49:0.03278539);

alignment_07	T07	52	1	1	21.2141	60.0293	78.1454	((7_0_0:0.58560801,19_0_0:0.58560801)2:1.08231230,(((25_0_0:0.19801521,(17_0_0:0.06547007,24_0_0:0.06547007)6:0.13254515)7:0.75568534,((12_0_0:0.67119390,(21_0_0:0.10024221,28_0_0:0.10024221)11:0.57095170)12:0.19029068,((9_0_0:0.28459265,22_0_0:0.28459265)15:0.26618298,((14_0_0:0.16038636,8_0_0:0.16038636)18:0.01459682,30_0_0:0.17498317)20:0.37579245)21:0.31070896)22:0.09221597)23:0.00535509,(23_0_0:0.92629470,(((((29_0_0:0.33552618,(16_0_0:0.23648453,27_0_0:0.23648453)28:0.09904164)29:0.25032638,((((13_0_0:0.11610466,(20_0_0:0.02926747,3_0_0:0.02926747)33:0.08683719)34:0.02707528,18_0_0:0.14317994)36:0.05688551,1_0_0:0.20006544)38:0.14839936,(1_2_0:0.20006598,(18_2_0:0.14318842,((20_2_0:0.02929330,3_2_0:0.02929330)43:0.08682268,13_2_0:0.11611598)45:0.02707244)46:0.05687756)47:0.14839882)48:0.23738775)49:0.12930874,(26_0_0:0.43198040,(6_0_0:0.39116930,6_3_0:0.39116930)53:0.04081110)54:0.28318089)55:0.06142248,((4_0_0:0.22147454,(10_0_0:0.02716285,15_0_0:0.02716285)59:0.19431170)60:0.23220107,(2_0_0:0.35622937,(11_0_0:0.04193334,5_0_0:0.04193334)64:0.31429603)65:0.09744624)66:0.32290816)67:0.04004984,(((((((3_1_0:0.02926698,20_1_0:0.02926698)70:0.08683795,13_1_0:0.11610493)72:0.02708665,18_1_0:0.14319157)74:0.05687484,1_1_0:0.20006641)76:0.38579060,(29_1_0:0.33556328,(16_1_0:0.23649051,27_1_0:0.23649051)80:0.09907277)81:0.25029374)82:0.12930498,(6_1_0:0.43197943,26_1_0:0.43197943)85:0.28318256)86:0.06143569,((2_1_0:0.35625999,(11_1_0:0.04193557,5_1_0:0.04193557)90:0.31432442)91:0.09741762,(4_1_0:0.22151660,(15_1_0:0.02716908,10_1_0:0.02716908)95:0.19434752)96:0.23216101)97:0.32292007)98:0.04003594)99:0.10966108)100:0.03276094)101:0.70886467);

alignment_08	T08	30	1	1	14.4766	36.0293	62.1897	((((24_0_0:0.06549500,17_0_0:0.06549500)2:0.88819177,(((21_0_0:0.10024227,28_0_0:0.10024227)5:0.57095375,12_0_0:0.67119602)7:0.19029763,((9_0_0:0.28460658,22_0_0:0.28460658)10:0.26615939,(30_0_0:0.17498910,(8_0_0:0.16037708,14_0_0:0.16037708)14:0.01461202)15:0.37577687)16:0.31072768)17:0.09219312)18:0.00538812,(23_0_0:0.92629275,(((((1_0_0:0.17606794,1_1_0:0.17606794)22:0.02399790,(((20_0_0:0.02928270,3_0_0:0.02928270)25:0.08682486,13_0_0:0.11610755)27:0.02707720,18_0_0:0.14318475)29:0.05688109)30:0.38581368,((16_0_0:0.23648625,27_0_0:0.23648625)33:0.09904032,29_0_0:0.33552657)35:0.25035295)36:0.12931960,(6_0_0:0.43198097,26_0_0:0.43198097)39:0.28321814)40:0.06139304,((4_0_0:0.22147469,(10_0_0:0.02716409,15_0_0:0.02716409)44:0.19431060)45:0.23222332,((11_0_0:0.04194928,5_0_0:0.04194928)48:0.31428035,2_0_0:0.35622963)50:0.09746839)51:0.32289414)52:0.14970060)53:0.03278214)54:0.70884345,(19_0_0:0.58560992,7_0_0:0.58560992)57:1.08230842);

alignment_09	T09	2	1	1	1.17123	0.585617	1.17123	(7_0_0:0.58561654,19_0_0:0.58561654);

alignment_10	T10	51	1	1	24.7393	52.2365	79.3367	((7_0_0:0.58561164,19_0_0:0.58561164)2:1.08230660,(((23_1_0:0.92629213,(((4_1_0:0.22147071,(15_1_0:0.02716408,10_1_0:0.02716408)7:0.19430662)8:0.23220878,(2_1_0:0.35623214,(11_1_0:0.04193198,5_1_0:0.04193198)12:0.31430016)13:0.09744735)14:0.32291936,((((18_1_0:0.14318347,((20_1_0:0.02927660,3_1_0:0.02927660)18:0.08683276,13_1_0:0.11610937)20:0.02707410)21:0.05688017,1_1_0:0.20006364)23:0.38580956,(29_1_0:0.33552186,(27_1_0:0.23649463,16_1_0:0.23649463)27:0.09902723)28:0.25035134)29:0.12929349,(26_1_0:0.43197981,6_1_0:0.43197981)32:0.28318688)33:0.06143216)34:0.14969329)35:0.03276940,((((28_1_0:0.10023990,21_1_0:0.10023990)38:0.57094427,12_1_0:0.67118416)40:0.19029811,(((14_1_0:0.16038393,8_1_0:0.16038393)43:0.01459798,30_1_0:0.17498191)45:0.37579079,(22_1_0:0.28461806,9_1_0:0.28461806)48:0.26615464)49:0.31070957)50:0.09220978,(25_1_0:0.19803944,(17_1_0:0.06547424,24_1_0:0.06547424)54:0.13256520)55:0.75565260)56:0.00536949)57:0.17746127,(((25_0_0:0.19802118,(24_0_0:0.06547463,17_0_0:0.06547463)61:0.13254655)62:0.75567657,((12_0_0:0.67118188,(28_0_0:0.10023534,21_0_0:0.10023534)66:0.57094655)67:0.19031040,((30_0_0:0.17499484,(8_0_0:0.16037548,14_0_0:0.16037548)71:0.01461936)72:0.37577452,(9_0_0:0.28459346,22_0_0:0.28459346)75:0.26617590)76:0.31072293)77:0.09220547)78:0.00535710,(((2_0_0:0.45369702,(4_0_0:0.22148539,(15_0_0:0.02716543,10_0_0:0.02716543)83:0.19431996)84:0.23221164)85:0.32288884,((26_0_0:0.43198846,6_0_0:0.43198846)88:0.28320092,(29_0_0:0.33552633,(27_0_0:0.23647925,16_0_0:0.23647925)92:0.09904707)93:0.37966305)94:0.06139649)95:0.14973194,23_0_0:0.92631781)97:0.03273704)98:0.17746795)99:0.53139543);

alignment_11	T11	26	1	1	13.5305	32.0293	50.3139	(((((4_0_0:0.22147643,(15_0_0:0.02716246,10_0_0:0.02716246)3:0.19431397)4:0.55515242,(((29_0_0:0.33553370,(16_0_0:0.23648484,27_0_0:0.23648484)8:0.09904886)9:0.25034113,(((20_0_0:0.02928994,3_0_0:0.02928994)12:0.11389107,18_0_0:0.14318101)14:0.05688330,1_0_0:0.20006431)16:0.38581052)17:0.12928078,(26_0_0:0.43198351,6_0_0:0.43198351)20:0.28317210)21:0.06147323)22:0.14967054,23_0_0:0.92629939)24:0.03276178,((25_0_0:0.19802290,(24_0_0:0.06547354,17_0_0:0.06547354)28:0.13254936)29:0.75566297,((((8_0_0:0.16037638,14_0_0:0.16037638)32:0.01460637,30_0_0:0.17498275)34:0.37581077,(22_0_0:0.28459200,9_0_0:0.28459200)37:0.26620152)38:0.31070342,(12_0_0:0.67118191,(21_0_0:0.10023692,28_0_0:0.10023692)42:0.57094499)43:0.19031503)44:0.09218893)45:0.00537529)46:0.70886731,(19_0_0:0.58561967,7_0_0:0.58561967)49:1.08230881);

alignment_12	T12	34	1	1	16.2301	42.0293	56.3139	(((((((6_3_0:0.15622764,6_0_0:0.15622764)2:0.27575800,26_0_0:0.43198564)4:0.28318761,(((27_0_0:0.23648934,(16_0_0:0.17426460,16_2_0:0.17426460)8:0.06222473)9:0.09903010,29_0_0:0.33551944)11:0.25033627,(1_0_0:0.20006695,(((3_0_0:0.02927003,20_0_0:0.02927003)15:0.08684199,13_0_0:0.11611201)17:0.02707165,18_0_0:0.14318367)19:0.05688329)20:0.38578876)21:0.12931754)22:0.06142186,(((5_0_0:0.04193515,11_0_0:0.04193515)25:0.31429436,2_0_0:0.35622951)27:0.09744667,((10_0_0:0.02716007,15_0_0:0.02716007)30:0.19432948,4_0_0:0.22148955)32:0.23218663)33:0.32291893)34:0.14970013,23_0_0:0.92629525)36:0.03276127,((((22_0_0:0.28459634,9_0_0:0.28459634)39:0.26618010,((8_0_0:0.16038109,14_0_0:0.16038109)42:0.01460928,30_0_0:0.17499037)44:0.37578607)45:0.31070518,((28_0_0:0.10024210,21_0_0:0.10024210)48:0.57094206,12_0_0:0.67118416)50:0.19029746)51:0.09220388,((17_0_0:0.06547620,24_0_0:0.06547620)54:0.13254936,25_0_0:0.19802556)56:0.75565994)57:0.00537103)58:0.70886500,((7_1_0:0.58561076,19_1_0:0.58561076)61:0.22999757,(19_0_0:0.58561714,7_0_0:0.58561714)64:0.22999119)65:0.85231319);

alignment_13	T13	29	1	1	13.5449	36.0293	51.1897	(((23_0_0:0.92628641,((((10_0_0:0.02717965,15_0_0:0.02717965)3:0.19429207,4_0_0:0.22147172)5:0.23221939,((5_0_0:0.04193234,11_0_0:0.04193234)8:0.31431243,2_0_0:0.35624476)10:0.09744635)11:0.32289744,((6_0_0:0.43199214,26_0_0:0.43199214)14:0.28317708,(((16_0_0:0.23648573,27_0_0:0.23648573)17:0.09903749,29_0_0:0.33552321)19:0.25034357,((18_0_0:0.14318441,((3_0_0:0.02928498,20_0_0:0.02928498)23:0.08681467,13_0_0:0.11609964)25:0.02708476)26:0.05689851,1_0_0:0.20008291)28:0.38578387)29:0.12930243)30:0.06141934)31:0.14969786)32:0.03279541,((25_0_0:0.19801508,(17_0_0:0.06547480,24_0_0:0.06547480)36:0.13254029)37:0.75567394,(((22_1_0:0.28461138,9_1_0:0.28461138)40:0.11007624,(22_0_0:0.28458915,9_0_0:0.28458915)43:0.11009847)44:0.15609913,((8_0_0:0.16040674,14_0_0:0.16040674)47:0.01457688,30_0_0:0.17498361)49:0.37580314)50:0.40290227)51:0.00539280)52:0.70883940,(19_0_0:0.58561256,7_0_0:0.58561256)55:1.08230867);

alignment_14	T14	4	1	1	2.36924	0.717623	1.30323	((19_1_0:0.58561114,(7_1_0:0.34838328,7_3_0:0.34838328)3:0.23722786)4:0.13201185,19_0_0:0.71762299);

alignment_15	T15	39	1	1	17.2924	38.0419	62.2023	((7_0_0:0.58560814,19_0_0:0.58560814)2:1.08230775,((23_0_0:0.92629836,((((2_2_0:0.35623011,(5_2_0:0.04193817,11_2_0:0.04193817)7:0.31429194)8:0.09745320,(4_2_0:0.22147713,(15_2_0:0.02717832,10_2_0:0.02717832)12:0.19429882)13:0.23220618)14:0.26114659,((2_0_0:0.35623416,(11_0_0:0.04193183,5_0_0:0.04193183)18:0.31430233)19:0.09744422,((15_0_0:0.02717231,10_0_0:0.02717231)22:0.19430134,4_0_0:0.22147365)24:0.23220472)25:0.26115153)26:0.06175904,(26_0_0:0.71515907,((1_0_0:0.20008731,(18_0_0:0.14319808,((3_0_0:0.02927992,20_0_0:0.02927992)32:0.08685854,13_0_0:0.11613845)34:0.02705962)35:0.05688923)36:0.38578977,(16_0_0:0.23647705,27_0_0:0.23647705)39:0.34940003)40:0.12928199)41:0.06142988)42:0.14970942)43:0.03276258,((25_0_0:0.19802880,(24_0_0:0.06547218,17_0_0:0.06547218)47:0.13255662)48:0.75565484,(((((8_1_0:0.16039654,14_1_0:0.16039654)51:0.01459700,30_1_0:0.17499354)53:0.37577677,(9_1_0:0.28459295,22_1_0:0.28459295)56:0.26617737)57:0.02454563,((22_0_0:0.28460466,9_0_0:0.28460466)60:0.26618113,(30_0_0:0.17499765,(8_0_0:0.16038121,14_0_0:0.16038121)64:0.01461644)65:0.37578814)66:0.02453016)67:0.28617020,(12_0_0:0.67118555,(21_0_0:0.10023632,28_0_0:0.10023632)71:0.57094924)72:0.19030059)73:0.09219750)74:0.00537730)75:0.70885494);
